text,date,stock_label,predicted_effect,price_now,price_5min,price_10min,price_1h
"Gasoline Prices in the State of California are MUCH HIGHER than anywhere else in the Nation ($2.50 vs. $4.50). I guess those very expensive and unsafe cars that they are mandating just aren’t doing the trick! Don’t worry California, relief is on the way. The State doesn’t get it!",2019-10-09 01:57:35+00:00,dollar,decrease,1.09622,1.09622,1.0962,1.09652
"RT @GOPChairwoman: New data is out on median income growth:Under Barack Obama, incomes rose $11 a month.Under @realDonaldTrump, incomes...",2019-10-08 03:54:58+00:00,dollar,no change,1.0975,1.09751,1.09743,1.0976
"As I have stated strongly before, and just to reiterate, if Turkey does anything that I, in my great and unmatched wisdom, consider to be off limits, I will totally destroy and obliterate the Economy of Turkey (I’ve done before!). They must, with Europe and others, watch over...",2019-10-07 15:38:09+00:00,euro,decrease,1.09911,1.09916,1.0989,1.09822
"....down, watching over a quagmire, &amp, spending big dollars to do so. When I took over, our Military was totally depleted. Now it is stronger than ever before. The endless and ridiculous wars are ENDING! We will be focused on the big picture, knowing we can always go back &amp, BLAST!",2019-10-07 15:20:49+00:00,dollar,no change,1.09974,1.0996,1.09922,1.09821
"....doesn’t even include the almost $2000 that the families got from the Trump Tax Cut.” Stephen Moore, Freedomworks  That means $5000 to $6000 more in disposable yearly income that Americans have right now because of President Trump!",2019-10-07 14:01:05+00:00,dollar,decrease,1.09909,1.09932,1.09926,1.0994
"Heritage Foundation “These numbers are blockbusters. Just since Donald Trump took office, Median Family Incomrs are up over $4,100. In 8 years under President Obama, they only went up $1000. In one third the time, President Trump has increased incomes 4 times as much, and that...",2019-10-07 14:01:04+00:00,dollar,increase,1.09909,1.09932,1.09926,1.0994
"....almost 3 years, but it is time for us to get out of these ridiculous Endless Wars, many of them tribal, and bring our soldiers home. WE WILL FIGHT WHERE IT IS TO OUR BENEFIT, AND ONLY FIGHT TO WIN. Turkey, Europe, Syria, Iran, Iraq, Russia and the Kurds will now have to.....",2019-10-07 11:40:35+00:00,euro,decrease,1.09782,1.09783,1.0981,1.09936
"....including capturing thousands of ISIS fighters, mostly from Europe. But Europe did not want them back, they said you keep them USA! I said “NO, we did you a great favor and now you want us to hold them in U.S. prisons at tremendous cost. They are yours for trials.” They.....",2019-10-07 11:40:34+00:00,euro,decrease,1.09782,1.09783,1.0981,1.09936
".@60Minutes “forgot” to report that we are helping the great farmers of the USA to the tune of 28 Billion Dollars, for the last two years, paid for out of Tariffs paid to the United States by China for targeting the farmer. They devalued their currency, therefore paying the cost!",2019-10-06 23:54:51+00:00,dollar,decrease,1.09838,1.09834,,
"....and separately got 1.5 Billion Dollars from China despite no experience and for no apparent reason. There is NO WAY these can be legitimate transactions? As lawyers &amp, others have stated, as President, I have an OBLIGATION to look into possible, or probable, CORRUPTION!",2019-10-06 14:58:32+00:00,dollar,decrease,1.09818,1.09818,1.09818,1.09818
"It is INCREDIBLE to watch and read the Fake News and how they pull out all stops to protect Sleepy Joe Biden and his thrown out of the Military son, Hunter, who was handed $100,000 a month (Plus,Plus) from a Ukrainian based company, even though he had no experience in energy,...",2019-10-06 14:58:31+00:00,dollar,decrease,1.09818,1.09818,1.09818,1.09818
RT @GOPChairwoman: Dollars are the real polls right now. We’re DOUBLE where President Obama was at this point in his re-election. Ameri...,2019-10-06 13:22:59+00:00,dollar,no change,1.09818,1.09818,1.09818,1.09818
"The U.S. won a $7.5 Billion award from the World Trade Organization against the European Union, who has for many years treated the USA very badly on Trade due to Tariffs, Trade Barriers, and more. This case going on for years, a nice victory!",2019-10-03 10:00:00+00:00,dollar,increase,1.0947,1.0947,1.0948,1.09574
"As I predicted, Jay Powell and the Federal Reserve have allowed the Dollar to get so strong, especially relative to ALL other currencies, that our manufacturers are being negatively affected. Fed Rate too high. They are their own worst enemies, they don’t have a clue. Pathetic!",2019-10-01 14:34:45+00:00,dollar,decrease,1.09156,1.0919,1.0916,1.0934
"RT @realDonaldTrump: BIG NEWS by @Hyundai, @Kia, and @Aptiv on a 4 BILLION DOLLAR joint venture to develop autonomous driving technologies...",2019-10-01 10:07:58+00:00,dollar,increase,1.08943,1.08975,1.09024,1.09046
RT @realDonaldTrump: Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San...,2019-10-01 09:56:46+00:00,dollar,increase,1.08951,1.08928,1.08941,1.0901
"BIG NEWS by @Hyundai, @Kia, and @Aptiv on a 4 BILLION DOLLAR joint venture to develop autonomous driving technologies in the USA. That’s a lot of $$ and JOBS! Great jobs coming back to America!!",2019-09-30 19:08:06+00:00,dollar,increase,1.09011,1.09006,1.09028,1.08998
Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San Antonio and Texas! America makes the GREATEST trucks in the world! https://t.co/kp4FICFLcf,2019-09-30 18:55:53+00:00,dollar,increase,1.09012,1.0902,1.09024,1.09018
"Very simple! I was looking for Corruption and also why Germany, France and others in the European Union don’t do more for Ukraine. Why is it always the USA that does so much and puts up so much money for Ukraine and other countries? By the way, the Bidens were corrupt!",2019-09-30 13:58:55+00:00,euro,decrease,1.09014,1.09072,1.09098,1.09017
"RT @EricTrump: UPDATE: We have now raised almost $15 million in small dollar donations (including 50,000 NEW donors) since @SpeakerPelosi s...",2019-09-28 04:13:33+00:00,dollar,no change,,,,
RT @GOPChairwoman: We already raised over $500K to beat Democrat Elissa Slotkin next November.She promised she'd work with @realDonaldTru...,2019-09-28 04:11:37+00:00,dollar,no change,,,,
"The President of Ukraine said that he was NOT pressured by me to do anything wrong. Can’t have better testimony than that! As V.P., Biden had his son, on the other hand, take out millions of dollars by strong arming the Ukrainian President. Also looted millions from China. Bad!",2019-09-26 23:02:38+00:00,dollar,decrease,1.092,1.09188,1.09188,
No one has done more behind the scenes for STRONG BORDER SECURITY than @SenCapito. Her bill passed Committee today with $5B for the BORDER WALL. West Virginia is a great State and Shelley gets it done. Keep it up!,2019-09-26 23:01:12+00:00,dollar,increase,1.092,1.09188,1.09186,
"I have informed @GOPLeader Kevin McCarthy and all Republicans in the House that I fully support transparency on so-called whistleblower information but also insist on transparency from Joe Biden and his son Hunter, on the millions of dollars that have been quickly and easily....",2019-09-25 20:17:32+00:00,dollar,no change,1.09443,1.09438,1.09434,1.09452
"..Breaking News: The Ukrainian Government just said they weren’t pressured at all during the “nice” call. Sleepy Joe Biden, on the other hand, forced a tough prosecutor out from investigating his son’s company by threat of not giving big dollars to Ukraine. That’s the real story!",2019-09-23 00:03:56+00:00,dollar,decrease,1.10178,1.1018,1.10175,1.10184
"“The U.S. Economy is the envy of the world, as Europe and Asia slide ever toward recession. But the Left is trying to avoid talking about the Trump Economy.” @IngrahamAngle  The Best Is Yet To Come.",2019-09-20 02:49:50+00:00,euro,no change,1.10566,1.1057,1.10592,1.1056
RT @IvankaTrump: It secured the largest ever increase (from $2.9 to $5.3 billion) in the Child Care and Development Block Grant program as...,2019-09-18 11:58:19+00:00,dollar,increase,1.10516,1.10528,1.10532,1.1057
"They failed on the Mueller Report, they failed on Robert Mueller’s testimony, they failed on everything else, so now the Democrats are trying to build a case that I enrich myself by being President. Good idea, except I will, and have always expected to, lose BILLIONS of DOLLARS..",2019-09-16 14:01:14+00:00,dollar,decrease,1.10128,1.10063,1.10078,1.0998
"Producer prices in China shrank most in 3 years due to China’s big devaluation of their currency, coupled with monetary stimulus. Federal Reserve not watching? Will Fed ever get into the game? Dollar strongest EVER! Really bad for exports. No Inflation...Highest Interest Rates...",2019-09-16 11:47:56+00:00,dollar,decrease,1.10322,1.10302,1.10304,1.10308
"House Judiciary has given up on the Mueller Report, sadly for them after two years and $40,000,000 spent - ZERO COLLUSION, ZERO OBSTRUCTION. So they say, OK, lets look at everything else, and all of the deals that “Trump” has done over his lifetime. But it doesn’t....",2019-09-16 11:03:18+00:00,dollar,decrease,1.10414,1.10428,1.10398,1.10295
"Illegal Immigration costs the USA over 300 Billion Dollars a year. There is no reason for this, and things are being set in motion to have this number come WAY DOWN. Democrats could end Loopholes and it would be a whole lot easier, and faster. But it will all happen anyway!....",2019-09-13 14:41:32+00:00,dollar,decrease,1.10737,1.10738,1.10767,1.10754
"European Central Bank, acting quickly, Cuts Rates 10 Basis Points. They are trying, and succeeding, in depreciating the Euro against the VERY strong Dollar, hurting U.S. exports.... And the Fed sits, and sits, and sits. They get paid to borrow money, while we are paying interest!",2019-09-12 12:13:09+00:00,dollar,no change,1.0961,1.09707,1.09673,1.09546
"....on October 1st, we have agreed, as a gesture of good will, to move the increased Tariffs on 250 Billion Dollars worth of goods (25% to 30%), from October 1st to October 15th.",2019-09-11 23:17:19+00:00,dollar,no change,1.10108,1.10114,1.10136,
"I had nothing to do with the decision of our great @VP Mike Pence to stay overnight at one of the Trump owned resorts in Doonbeg, Ireland. Mike’s family has lived in Doonbeg for many years, and he thought that during his very busy European visit, he would stop and see his family!",2019-09-09 13:52:47+00:00,euro,no change,1.1051,1.1054,1.10568,1.10493
"China just enacted a major stimulus plan. With all the Tariffs THEY are paying to the USA, Billions and Billions of Dollars, they need it! In the meantime, our Federal Reserve sits back and does NOTHING!",2019-09-07 03:05:01+00:00,dollar,decrease,,,,
"“China is eating the Tariffs.” Billions pouring into USA. Targeted Patriot Farmers getting massive Dollars from the incoming Tariffs! Good Jobs Numbers, No Inflation(Fed). China having worst year in decades. Talks happening, good for all!",2019-09-06 15:14:20+00:00,dollar,no change,1.10492,1.1048,1.1049,1.10421
"....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. They’re sitting there and saying, gee, are we next? Maybe you are! We’ve got to change the rules. The U.S. can’t defend the world and pay for it....",2019-09-04 14:18:05+00:00,euro,decrease,1.10209,1.10311,1.10262,1.10279
“U.S. Winning Trade War With China In Dollars.” CNBC,2019-09-04 13:52:58+00:00,dollar,no change,1.10144,1.10138,1.10114,1.10294
"....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. They’re sitting there and saying, gee, are we next? Maybe you are! We’ve got to change the rules. The U.S. can’t defend the world and pay for it........",2019-09-04 01:44:01+00:00,euro,decrease,1.09783,1.09764,1.09762,1.09753
"We are doing very well in our negotiations with China. While I am sure they would love to be dealing with a new administration so they could continue their practice of “ripoff USA”($600 B/year),16 months PLUS is a long time to be hemorrhaging jobs and companies on a long-shot....",2019-09-03 13:12:02+00:00,dollar,no change,1.09399,1.09428,1.09372,1.09735
"....and watched. NAFTA is the worst Trade Deal ever made - terrible for labor - and Richard let it stand. No wonder unions are losing so much. The workers will vote for me in 2020 (lowest unemployment, most jobs ever), and should stop paying exorbitant $Dues, not worth it!",2019-09-02 11:46:58+00:00,dollar,decrease,1.09737,1.09717,1.09692,1.09644
"Since my election, many trillions of dollars of worth has been created for our Country, and the Stock Market is up over 50%. If you followed the advice of the Failing New York Times columnist, Paul Krugman, you’d be doing VERY poorly - you’d be angry and hurt. He never got it!",2019-09-02 11:38:59+00:00,dollar,decrease,1.09735,1.0975,1.09734,1.0967
"Just watched Congresswoman Debbie Dingell, and many other Democrats, wanting to give up on our very successful Trade battle with China, which has had its worst Economic year in memory (and getting worse). We are taking in $Billions. Will be big for Farmers and ALL!",2019-08-31 18:29:37+00:00,dollar,decrease,,,,
"The Euro is dropping against the Dollar “like crazy,” giving them a big export and manufacturing advantage...and the Fed does NOTHING! Our Dollar is now the strongest in history. Sounds good, doesn’t it? Except to those (manufacturers) that make product for sale outside the U.S.",2019-08-30 13:55:41+00:00,dollar,increase,1.10491,1.10462,1.10438,1.1029
"Puerto Rico is one of the most corrupt places on earth. Their political system is broken and their politicians are either Incompetent or Corrupt. Congress approved Billions of Dollars last time, more than anyplace else has ever gotten, and it is sent to Crooked Pols. No good!....",2019-08-28 14:45:28+00:00,dollar,decrease,1.10812,1.10808,1.10788,1.10802
"Wow! Yet another big storm heading to Puerto Rico. Will it ever end? Congress approved 92 Billion Dollars for Puerto Rico last year, an all time record of its kind for “anywhere.”",2019-08-27 16:09:22+00:00,dollar,increase,1.10902,1.10875,1.10902,1.10912
"...Additionally, the remaining 300 BILLION DOLLARS of goods and products from China, that was being taxed from September 1st at 10%, will now be taxed at 15%. Thank you for your attention to this matter!",2019-08-23 21:00:33+00:00,dollar,no change,,,,
"...unfair Trading Relationship. China should not have put new Tariffs on 75 BILLION DOLLARS of United States product (politically motivated!). Starting on October 1st, the 250 BILLION DOLLARS of goods and products from China, currently being taxed at 25%, will be taxed at 30%...",2019-08-23 21:00:33+00:00,dollar,decrease,,,,
"For many years China (and many other countries) has been taking advantage of the United States on Trade, Intellectual Property Theft, and much more. Our Country has been losing HUNDREDS OF BILLIONS OF DOLLARS a year to China, with no end in sight....",2019-08-23 21:00:32+00:00,dollar,decrease,,,,
"Our Country has lost, stupidly, Trillions of Dollars with China over many years. They have stolen our Intellectual Property at a rate of Hundreds of Billions of Dollars a year, &amp, they want to continue. I won’t let that happen! We don’t need China and, frankly, would be far....",2019-08-23 14:59:03+00:00,dollar,decrease,1.11098,1.11175,1.11271,1.11474
"As usual, the Fed did NOTHING! It is incredible that they can “speak” without knowing or asking what I am doing, which will be announced shortly. We have a very strong dollar and a very weak Fed. I will work “brilliantly” with both, and the U.S. will do great...",2019-08-23 14:57:40+00:00,dollar,increase,1.11042,1.11094,1.11217,1.11458
"As usual, the Fed did NOTHING! It is incredible that they can “speak” without knowing or asking what I am doing, which will be announced shortly. We have a very strong dollar and a very weak Fed. I will work “brilliantly” with both, and the U.S. will do great...",2019-08-23 02:40:56+00:00,dollar,increase,1.10736,1.10738,1.10724,1.10698
"Germany sells 30 year bonds offering negative yields. Germany competes with the USA. Our Federal Reserve does not allow us to do what we must do. They put us at a disadvantage against our competition. Strong Dollar, No Inflation! They move like quicksand. Fight or go home!",2019-08-22 12:53:13+00:00,dollar,decrease,1.10827,1.1078,1.10822,1.10975
"The Legendary Henry Ford and Alfred P. Sloan, the Founders of Ford Motor Company and General Motors, are “rolling over” at the weakness of current car company executives willing to spend more money on a car that is not as safe or good, and cost $3,000 more to consumers. Crazy!",2019-08-21 22:50:27+00:00,dollar,decrease,1.10918,1.10916,1.10908,1.1091
"....Because of me, these countries have agreed to pay ONE HUNDRED BILLION DOLLARS more - but still way short of what they should pay for the incredible military protection provided. Sorry!",2019-08-21 17:32:33+00:00,dollar,decrease,1.11028,1.11018,1.10988,1.10922
"For the record, Denmark is only at 1.35% of GDP for NATO spending. They are a wealthy country and should be at 2%. We protect Europe and yet, only 8 of the 28 NATO countries are at the 2% mark. The United States is at a much, much higher level than that....",2019-08-21 17:32:32+00:00,euro,no change,1.11028,1.11018,1.10988,1.10922
"So Germany is paying Zero interest and is actually being paid to borrow money, while the U.S., a far stronger and more important credit, is paying interest and just stopped (I hope!) Quantitative Tightening. Strongest Dollar in History, very tough on exports. No Inflation!.....",2019-08-21 13:56:12+00:00,dollar,no change,1.10988,1.1098,1.10964,1.1094
"My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3000, while at the same time making the cars substantially safer. Engines would run smoother. Very little impact on the environment! Foolish executives!",2019-08-21 13:38:25+00:00,dollar,no change,1.10969,1.10978,1.10984,1.1098
".....We are competing with many countries that have a far lower interest rate, and we should be lower than them. Yesterday, “highest Dollar in U.S.History.” No inflation. Wake up Federal Reserve. Such growth potential, almost like never before!",2019-08-21 12:52:27+00:00,dollar,no change,1.11038,1.11029,1.11036,1.10978
"RT @VP: The average household has seen their income go up by more than $5,000, wages are rising at their fastest pace in an almost decade—a...",2019-08-20 13:16:53+00:00,dollar,increase,1.1075,1.10734,1.10764,1.10914
"Our Economy is very strong, despite the horrendous lack of vision by Jay Powell and the Fed, but the Democrats are trying to “will” the Economy to be bad for purposes of the 2020 Election.  Very Selfish! Our dollar is so strong that it is sadly hurting other parts of the world...",2019-08-19 15:26:20+00:00,dollar,decrease,1.10946,1.10946,1.10958,1.1096
"RT @charliekirk11: Do the math:At the most, the Wall will cost $20 billionIllegals cost US taxpayers $165 billion a year",2019-08-17 22:01:25+00:00,dollar,decrease,,,,
"I donate 100% of my President’s salary, $400,000, back to our Country, and feel very good about it! https://t.co/cX8Op2qyw7",2019-08-16 22:52:54+00:00,dollar,increase,,,,
"“So far, you’ve had Tariffs imposed on 300 Billion Dollars worth of Chinese products, but you can’t tell me that it has hurt our economy...&amp, it really hasn’t led to any kind of serious rise in prices at the consumer level.” @Varneyco  @FoxBusiness  And we are taking in $Billions!",2019-08-14 15:51:00+00:00,dollar,decrease,1.11419,1.11427,1.11424,1.11428
"RT @RichardGrenell: There are 34,000 U.S. troops in Germany protecting Germans and Europeans. I can tell you this: @RolandNelles &amp, @SPIEGEL...",2019-08-13 19:43:40+00:00,euro,no change,1.11752,1.11743,1.11737,1.11716
"Through massive devaluation of their currency and pumping vast sums of money into their system, the tens of billions of dollars that the U.S. is receiving is a gift from China. Prices not up, no inflation. Farmers getting more than China would be spending. Fake News won’t report!",2019-08-13 12:49:05+00:00,dollar,decrease,1.12235,1.1221,1.12168,1.1192
"China wants to make a deal so badly. Thousands of companies are leaving because of the Tariffs, they must stem the flow. At the same time China may be hoping for a Democrat to win so they could continue the great ripoff of America, &amp, the theft of hundreds of Billions of $’s!",2019-08-10 21:58:09+00:00,dollar,decrease,,,,
"RT @GOPChairwoman: Thanks to the unhinged mob on the left, @realDonaldTrump raised $12M today, $2M more than originally expected.The supp...",2019-08-09 20:36:30+00:00,dollar,no change,1.12018,1.12016,1.12024,
"....John Deere, our car companies, &amp, others, to compete on a level playing field. With substantial Fed Cuts (there is no inflation) and no quantitative tightening, the dollar will make it possible for our companies to win against any competition. We have the greatest companies...",2019-08-08 14:38:17+00:00,dollar,increase,1.12143,1.11996,1.11987,1.12125
"As your President, one would think that I would be thrilled with our very strong dollar. I am not! The Fed’s high interest rate level, in comparison to other countries, is keeping the dollar high, making it more difficult for our great manufacturers like Caterpillar, Boeing,.....",2019-08-08 14:38:16+00:00,dollar,decrease,1.12143,1.11996,1.11987,1.12125
"South Korea has agreed to pay substantially more money to the United States in order to defend itself from North Korea. Over the past many decades, the U.S. has been paid very little by South Korea, but last year, at the request of President Trump, South Korea paid $990,000,000..",2019-08-07 10:21:11+00:00,dollar,no change,1.11859,1.11875,1.1185,1.11908
"China is intent on continuing to receive the hundreds of Billions of Dollars they have been taking from the U.S. with unfair trade practices and currency manipulation. So one-sided, it should have been stopped many years ago!",2019-08-05 16:00:14+00:00,dollar,decrease,1.11969,1.11971,1.11974,1.12107
"Based on the historic currency manipulation by China, it is now even more obvious to everyone that Americans are not paying for the Tariffs – they are being paid for compliments of China, and the U.S. is taking in tens of Billions of Dollars! China has always....",2019-08-05 15:58:59+00:00,dollar,decrease,1.11946,1.11974,1.11979,1.1212
"Things are going along very well with China. They are paying us Tens of Billions of Dollars, made possible by their monetary devaluations and pumping in massive amounts of cash to keep their system going. So far our consumer is paying nothing - and no inflation. No help from Fed!",2019-08-03 12:46:45+00:00,dollar,increase,,,,
"A$AP Rocky released from prison and on his way home to the United States from Sweden. It was a Rocky Week, get home ASAP A$AP!",2019-08-02 17:41:30+00:00,dollar,increase,1.111,1.11084,1.11085,1.11102
"...during the talks the U.S. will start, on September 1st, putting a small additional Tariff of 10% on the remaining 300 Billion Dollars of goods and products coming from China into our Country. This does not include the 250 Billion Dollars already Tariffed at 25%...",2019-08-01 17:26:10+00:00,dollar,no change,1.1065,1.1074,1.10797,1.10792
"What the Market wanted to hear from Jay Powell and the Federal Reserve was that this was the beginning of a lengthy and aggressive rate-cutting cycle which would keep pace with China, The European Union and other countries around the world....",2019-07-31 20:41:17+00:00,euro,no change,1.10708,1.10751,1.10755,1.1074
"Baltimore’s numbers are the worst in the United States on Crime and the Economy. Billions of dollars have been pumped in over the years, but to no avail. The money was stolen or wasted. Ask Elijah Cummings where it went. He should investigate himself with his Oversight Committee!",2019-07-30 01:45:34+00:00,dollar,decrease,1.11386,1.11384,1.1138,1.11422
Give A$AP Rocky his FREEDOM. We do so much for Sweden but it doesn’t seem to work the other way around. Sweden should focus on its real crime problem! #FreeRocky,2019-07-25 21:24:21+00:00,dollar,decrease,1.1147,1.11474,1.11475,1.11468
"Very disappointed in Prime Minister Stefan Löfven for being unable to act. Sweden has let our African American Community down in the United States. I watched the tapes of A$AP Rocky, and he was being followed and harassed by troublemakers. Treat Americans fairly! #FreeRocky",2019-07-25 21:19:04+00:00,dollar,decrease,1.11468,1.1147,1.11474,1.11464
"....Tariffs, Remittance Fees, or all of the above. Guatemala has not been good. Big U.S. taxpayer dollars going to them was cut off by me 9 months ago.",2019-07-23 12:23:59+00:00,dollar,decrease,1.11688,1.1172,1.11732,1.1169
"Farmers are starting to do great again, after 15 years of a downward spiral. The 16 Billion Dollar China “replacement” money didn’t exactly hurt!",2019-07-23 11:54:02+00:00,dollar,increase,1.11786,1.11727,1.11728,1.11706
"Just had a very good call with @SwedishPM Stefan Löfven who assured me that American citizen A$AP Rocky will be treated fairly. Likewise, I assured him that A$AP was not a flight risk and offered to personally vouch for his bail, or an alternative....",2019-07-20 13:52:30+00:00,dollar,increase,,,,
"RT @pulte: Pulte awards President Trump’s retweet Recipient, a Female Combat Veteran and Single Mom, with $30,000 ($20k Brand New Car!) and...",2019-07-20 11:12:11+00:00,dollar,increase,,,,
RT @realDonaldTrump: Just spoke to @KanyeWest about his friend A$AP Rocky’s incarceration. I will be calling the very talented Prime Minist...,2019-07-20 11:02:22+00:00,dollar,no change,,,,
Just spoke to @KanyeWest about his friend A$AP Rocky’s incarceration. I will be calling the very talented Prime Minister of Sweden to see what we can do about helping A$AP Rocky. So many people would like to see this quickly resolved!,2019-07-19 20:01:47+00:00,dollar,increase,1.12189,1.12184,1.122,
"A lot of bad things are happening in Puerto Rico. The Governor is under siege, the Mayor of San Juan is a despicable and incompetent person who I wouldn’t trust under any circumstance, and the United States Congress foolishly gave 92 Billion Dollars for hurricane relief, much....",2019-07-18 14:54:15+00:00,dollar,decrease,1.12141,1.12181,1.12212,1.12263
"....with the U.S., and wishes it had not broken the original deal in the first place. In the meantime, we are receiving Billions of Dollars in Tariffs from China, with possibly much more to come. These Tariffs are paid for by China devaluing &amp, pumping, not by the U.S. taxpayer!",2019-07-15 10:43:20+00:00,dollar,decrease,1.12822,1.1281,1.12782,1.12753
"House Minority Leader Kevin McCarthy is a far superior leader than was Lame Duck Speaker Paul Ryan. Tougher, smarter and a far better fundraiser, Kevin is already closing in on 44 Million Dollars. Paul’s final year numbers were, according to Breitbart, “abysmal.” People like.....",2019-07-13 21:19:21+00:00,dollar,increase,,,,
RT @senatemajldr: Increased agency coordination. Millions of dollars in direct aid to state election officials. Updating election systems....,2019-07-13 11:47:30+00:00,dollar,no change,,,,
"RT @USCG: Earlier today, the @VP welcomed back CGC Munro from patrol as they offloaded $569 million of cocaine in San Diego. If you misse...",2019-07-12 02:26:59+00:00,dollar,no change,1.12669,1.12655,1.12644,1.1267
"...and International. We have only one real currency in the USA, and it is stronger than ever, both dependable and reliable. It is by far the most dominant currency anywhere in the World, and it will always stay that way. It is called the United States Dollar!",2019-07-12 00:15:23+00:00,dollar,increase,1.12525,1.12508,1.1251,1.12604
"Iran has long been secretly “enriching,” in total violation of the terrible 150 Billion Dollar deal made by John Kerry and the Obama Administration. Remember, that deal was to expire in a short number of years. Sanctions will soon be increased, substantially!",2019-07-10 14:14:52+00:00,dollar,decrease,1.12456,1.12435,1.12439,1.12458
"...a “source” of information (ask the Times what they paid for the Boston Globe, &amp, what they sold it for (lost 1.5 Billion Dollars), or their old headquarters building disaster, or their unfunded liability? @FoxNews is changing fast, but they forgot the people who got them there!",2019-07-07 23:50:19+00:00,dollar,decrease,1.12279,1.12278,,
"RT @CBPSouthTexas: #CBP officers seize $4.1M in methamphetamine, cocaine at Laredo Port of Entry. Read more here and below. https://t.co/KJ...",2019-07-06 12:13:19+00:00,dollar,no change,,,,
"China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH, or continue being the dummies who sit back and politely watch as other countries continue to play their games - as they have for many years!",2019-07-03 14:21:52+00:00,euro,decrease,1.1294,1.1299,1.12988,1.12785
"Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States, and others who paid NOTHING, long before I became President - and they have now breached their stockpile limit. Not good!",2019-07-03 04:06:20+00:00,dollar,decrease,1.12871,1.1287,1.12884,1.12892
"I am pleased to announce that it is my intention to nominate Judy Shelton, Ph. D., U.S. Executive Dir, European Bank of Reconstruction &amp, Development to be on the board of the Federal Reserve....",2019-07-02 22:36:48+00:00,euro,increase,1.12912,1.12901,1.1291,1.129
"I am pleased to announce that it is my intention to nominate Judy Shelton, Ph. D., U.S. Executive Dir, European Bank of Reconstruction &amp, Development. Judy is a Founding Member of the board of directors of Empower America and has served on the board of directors of Hilton Hotels.",2019-07-02 10:10:44+00:00,euro,increase,1.13084,1.13055,1.1299,1.12992
"According to Fake News (and low ratings) @CNN, “Democrats say hearings could change impeachment debate.” That’s because they have lost the impeachment debate (80% say NO), and they are hoping that yet another DO OVER, after 2 1/2 years and $40,000,000, will turn things around....",2019-06-26 21:46:45+00:00,dollar,decrease,1.13738,1.13738,1.13732,1.13733
"Iran leadership doesn’t understand the words “nice” or “compassion,” they never have. Sadly, the thing they do understand is Strength and Power, and the USA is by far the most powerful Military Force in the world, with 1.5 Trillion Dollars invested over the last two years alone..",2019-06-25 14:42:29+00:00,dollar,no change,1.13885,1.13888,1.13914,1.13853
"Despite a Federal Reserve that doesn’t know what it is doing - raised rates far too fast (very low inflation, other parts of world slowing, lowering &amp, easing) &amp, did large scale tightening, $50 Billion/month, we are on course to have one of the best Months of June in US history...",2019-06-24 12:53:34+00:00,dollar,increase,1.13872,1.13874,1.13871,1.13878
"Despite a Federal Reserve that doesn’t know what it is doing - raised rates far to fast (very low inflation, other parts of world slowing, lowering &amp, easing) &amp, did large scale tightening, $50 Billion/month, we are on course to have one of the best Months of June in U.S. history..",2019-06-24 12:29:49+00:00,dollar,increase,1.13928,1.13958,1.1392,1.13838
"I am at Camp David working on many things, including Iran! We have a great Economy, Tariffs have been very helpful both with respect to the huge Dollars coming IN, &amp, on helping to make good Trade Deals. The Dow heading to BEST June in 80 years! Stock Market BEST June in 50 years!",2019-06-22 16:55:49+00:00,dollar,increase,,,,
"President Obama made a desperate and terrible deal with Iran - Gave them 150 Billion Dollars plus I.8 Billion Dollars in CASH! Iran was in big trouble and he bailed them out. Gave them a free path to Nuclear Weapons, and SOON. Instead of saying thank you, Iran yelled.....",2019-06-21 13:03:14+00:00,dollar,decrease,1.13254,1.13223,1.13218,1.13284
"Since Election Day 2016, Stocks up almost 50%, Stocks gained 9.2 Trillion Dollars in value, and more than 5,000,000 new jobs added to the Economy. @LouDobbs If our opponent had won, there would have been a market crash, plain and simple! @TuckerCarlson @seanhannity @IngrahamAngle",2019-06-20 00:12:31+00:00,dollar,increase,1.12456,1.12436,1.1247,1.12647
European Markets rose on comments (unfair to U.S.) made today by Mario D!,2019-06-18 11:21:34+00:00,euro,increase,1.1195,1.11945,1.11924,1.11864
"Mario Draghi just announced more stimulus could come, which immediately dropped the Euro against the Dollar, making it unfairly easier for them to compete against the USA. They have been getting away with this for years, along with China and others.",2019-06-18 10:53:44+00:00,dollar,no change,1.11958,1.12042,1.11959,1.11918
RT @TomFitton: Coup Update: Bruce Ohr gets $28k bonus in middle of Russiagate spying on @RealDonaldTrump -- and then gets a raise AFTER he...,2019-06-15 11:09:36+00:00,dollar,no change,,,,
"RT @realDonaldTrump: ....No Obstruction. The Dems were devastated - after all this time and money spent ($40,000,000), the Mueller Report w...",2019-06-10 10:02:33+00:00,dollar,decrease,1.13066,1.13068,1.13058,1.13098
